time,eta_linear,eta_superharmonic,eta_subharmonic,eta_nonlinear,phi_linear,phi_superharmonic,phi_subharmonic,phi_nonlinear,u_linear,u_superharmonic,u_subharmonic,u_nonlinear,w_linear,w_superharmonic,w_subharmonic,w_nonlinear
432.6,1.60323129373973e-06,-7.37985846232023e-13,0.00172836347960285,0.00172996671015861,0.00018988656121561,1.96758153162201e-11,1.17428102429962,1.17447091088051,1.19517363852788e-06,-1.36336415928149e-12,0.00113818048440282,0.00113937565667799,-1.06843674044447e-06,-3.31549984103856e-12,1.98481126702553e-05,1.8779672614311e-05
433.2,1.15292313292179e-06,1.70229785270298e-13,0.00173104878202963,0.00173220170533278,0.000185146396978964,2.48279628434976e-11,1.16550739283238,1.16569253925419,1.83056202849895e-07,2.58651609768634e-12,0.00114029444721832,0.00114047750600768,1.01023494195155e-06,3.35833688350618e-12,1.73443871262578e-05,1.83546254265462e-05
433.8,9.07775955859025e-07,-6.99058764364718e-13,0.00173327602920899,0.00173418380446579,0.000179303400100825,3.47763269465507e-11,1.15672207093814,1.15690137437302,1.00192430206124e-06,-2.7165635491168e-12,0.0011421175817652,0.00114311950335069,-1.55208032682456e-06,-2.72820141962489e-12,1.53936428442811e-05,1.38415597892552e-05
434.4,1.5541342217124e-07,1.0148635928186e-12,0.00173520512551473,0.00173536053995177,0.000176542753601398,3.35984238592449e-11,1.14792690832954,1.14810345111674,-1.38160596120143e-07,4.95815697863759e-12,0.0011437523853517,0.00114361422971374,4.60522267278717e-07,1.94808484114711e-12,1.39117214032913e-05,1.43722456186549e-05
435,-3.25850567542649e-07,-3.58105905903266e-13,0.00173696770325271,0.00173664185232706,0.000174405996015683,3.65272377152887e-11,1.13912301759443,1.13929742362697,4.82097562316539e-07,-3.4426381689433e-12,0.0011452825944454,0.00114576468856508,-1.74601437694134e-06,-1.25398149683302e-12,1.28193709380677e-05,1.10733553071449e-05
435.6,-1.17869704023557e-06,1.71167848446345e-12,0.00173866901421307,0.00173749031888451,0.000176224889168012,2.69223053156306e-11,1.13031091312431,1.1304871380404,-6.36787632596959e-07,5.92579769669714e-12,0.00114677448630426,0.00114613770459746,2.65974389596149e-07,-2.37717771653425e-13,1.20428069449451e-05,1.23087810968235e-05
436.2,-1.69088599716424e-06,1.30849869684969e-13,0.00174038998943457,0.00173869910356825,0.000179190609209827,2.36468553979206e-11,1.1214906399755,1.12166983060835,-7.96449982584775e-08,-3.5246296958332e-12,0.00114827829029685,0.00114819864177397,-1.64143139773535e-06,4.46190814322508e-13,1.15141603536805e-05,9.87272940213593e-06
436.8,-2.46406556538414e-06,2.01305658505359e-12,0.00174218942790154,0.00173972536434921,0.000185903139644613,7.36574753599615e-12,1.11266189190944,1.11284779505645,-1.11528312629173e-06,5.30449607933683e-12,0.00114982968226924,0.00114871440444744,3.64830382708836e-07,-2.5184937107206e-12,1.11718135464115e-05,1.15366414106266e-05
437.4,-2.82953802671581e-06,5.10995162241488e-13,0.00174410627545853,0.00174127673794281,0.000193260970278482,8.7085670299158e-13,1.10382411805674,1.10401737902789,-5.5176631911172e-07,-3.0854740768427e-12,0.00115145133574151,0.00115089956633692,-1.25468418634902e-06,1.95764463605424e-12,1.09606264877456e-05,9.70594425904121e-06
438,-3.33475171745712e-06,1.69769798863094e-12,0.00174616195629195,0.00174282720627219,0.000203132540793857,-1.74837068830045e-11,1.09497661784364,1.09517975036695,-1.4098503006019e-06,3.26575860784175e-12,0.00115315450447987,0.00115174465744503,7.93414535957555e-07,-4.33074288179402e-12,1.08320565233473e-05,1.1625466728562e-05
438.6,-3.35518391997128e-06,4.98426917212029e-13,0.00174836272085463,0.00174500753743308,0.000212015979066943,-2.18019547544524e-11,1.0861186240074,1.08633063996466,-6.86465536956261e-07,-2.23233292871159e-12,0.00115494061206605,0.00115425414429676,-5.70206237029076e-07,2.85563098583803e-12,1.07441766914631e-05,1.0173973310065e-05
439.2,-3.42960721211786e-06,6.5212827412193e-13,0.0017507019760601,0.00174727236950011,0.00022113590501758,-3.46550235565826e-11,1.07724937370562,1.07747050957598,-1.23607652438123e-06,3.10115068769954e-13,0.00115680282544723,0.00115556674923296,1.43959264234293e-06,-5.05406532057731e-12,1.06615985583071e-05,1.21011861465848e-05
439.8,-3.01774856758064e-06,1.27281819206036e-14,0.00175316256590327,0.00175014481734842,0.000226899856092213,-3.10834833885141e-11,1.06836816789233,1.06859506771734,-2.844193151919e-07,-1.20014518844395e-12,0.00115872759106653,0.00115844317055119,1.6266939069569e-07,3.04890098540161e-12,1.05553066218349e-05,1.07179790614316e-05
440.4,-2.67144404579776e-06,-6.86187421646585e-13,0.00175571897332438,0.0017530475285924,0.000230435923630264,-3.32492912642875e-11,1.05947441928902,1.0597048551794,-5.62385225169874e-07,-2.45535079196378e-12,0.00116069611401189,0.00116013372633137,1.99714519861987e-06,-4.28157523908962e-12,1.04024122190732e-05,1.23995531361178e-05
